Hostname, Req_cnt, Dist_Req_Cnt, high_req_cnt_single_domain, avg_req_per_min, high_req_per_min, cnt_query_mx, cnt_query_ptr, dist_dns_server, dist_tld, dist_sld, uniqueness_ratio, res_failed, dist_city_cnt, dist_country_cnt, flux_ratio
172.31.125.64_trafic,379,65,79,6,30,0,0,1,12,32,5,0,0,0,0
172.31.125.67_trafic,86,61,8,2,33,0,0,1,11,33,1,0,0,0,0
172.31.108.129_trafic,117,42,14,10,21,0,0,1,4,23,2,0,0,0,0
172.31.225.166_trafic,178,44,29,3,14,0,0,1,2,17,4,0,1,1,0
172.31.155.248_trafic,8,8,1,8,8,0,0,1,2,3,1,0,0,0,0
172.31.225.161_trafic,128,50,25,2,23,0,0,1,6,26,2,0,1,1,0
172.31.225.162_trafic,26,10,6,1,6,0,0,1,1,3,2,0,1,1,0
172.31.225.163_trafic,74,22,12,1,18,0,0,1,4,9,3,0,1,1,0
172.31.153.92_trafic,29,20,3,29,16,0,0,1,3,10,1,0,0,0,0
172.31.232.84_trafic,120,21,21,2,11,0,0,1,3,14,5,0,1,1,0
172.31.232.85_trafic,78,37,7,3,23,0,0,1,13,12,2,0,1,1,0
172.31.144.175_trafic,81,44,7,2,17,0,0,1,3,24,1,0,0,0,0
172.31.144.174_trafic,311,126,23,6,55,0,0,1,4,56,2,0,0,0,0
172.31.230.85_trafic,214,131,8,3,69,0,0,1,6,65,1,0,1,1,0
172.31.230.86_trafic,53,31,7,2,21,0,0,1,5,15,1,0,1,1,0
172.31.232.88_trafic,13,10,3,13,11,0,0,1,2,6,1,0,1,1,0
172.31.129.255_trafic,230,116,24,6,53,0,0,1,9,54,1,0,0,0,0
172.31.237.228_trafic,195,53,40,4,18,0,0,1,4,35,3,0,1,1,0
172.31.152.158_trafic,5,2,3,0,1,0,0,1,1,2,2,0,0,0,0
172.31.129.250_trafic,173,53,16,2,25,0,0,1,4,29,3,0,0,0,0
172.31.254.241_trafic,15,9,4,15,15,0,0,1,2,6,1,0,1,1,0
172.31.152.155_trafic,2,2,1,2,2,0,0,1,1,1,1,0,0,0,0
172.31.152.156_trafic,909,213,127,15,133,0,0,1,7,91,4,0,0,0,0
172.31.152.157_trafic,556,185,19,9,111,0,0,1,4,69,3,0,0,0,0
172.31.254.245_trafic,4,4,1,4,3,0,0,1,1,3,1,0,0,0,0
172.31.254.244_trafic,3,1,3,0,1,0,0,1,1,1,3,0,0,0,0
172.31.152.153_trafic,1060,303,39,17,178,0,0,1,6,117,3,0,0,0,0
172.31.12.43_trafic,1085,376,25,108,262,0,0,1,13,154,2,0,1,1,0
172.31.237.49_trafic,204,60,56,3,33,0,0,1,10,26,3,0,1,1,0
172.31.128.239_trafic,472,173,176,14,56,0,0,1,6,61,2,0,0,0,0
172.31.128.236_trafic,49,27,7,7,23,0,0,1,3,15,1,0,0,0,0
172.31.128.237_trafic,55,22,23,0,5,0,0,1,2,11,2,0,0,0,0
172.31.128.235_trafic,104,59,9,2,27,0,0,1,7,27,1,0,0,0,0
172.31.128.230_trafic,26,20,4,13,18,0,0,1,3,13,1,0,0,0,0
172.31.128.231_trafic,122,54,28,2,20,0,0,1,3,31,2,0,0,0,0
172.31.170.247_trafic,190,29,119,3,7,0,0,1,2,7,6,0,1,1,0
172.31.169.7_trafic,13,10,4,0,5,0,0,1,2,7,1,0,1,1,0
172.31.253.240_trafic,23,12,4,1,10,0,0,1,2,5,1,0,1,1,0
172.31.158.161_trafic,12,6,3,12,10,0,0,1,1,2,2,0,0,0,0
172.31.12.42_trafic,73,24,9,36,50,0,0,2,4,10,3,0,1,1,0
172.31.254.118_trafic,60,33,4,8,17,0,0,1,2,14,1,0,1,1,0
172.31.109.41_trafic,58,37,6,8,21,0,0,1,3,24,1,0,0,0,0
172.31.246.46_trafic,13,7,3,4,8,0,0,1,1,4,1,0,1,1,0
172.31.237.241_trafic,79,42,6,8,17,0,0,1,4,18,1,0,1,1,0
172.31.109.217_trafic,64,39,5,3,17,0,0,1,2,17,1,0,0,0,0
172.31.111.194_trafic,10,8,3,10,6,0,0,1,3,7,1,0,0,0,0
172.31.11.143_trafic,20,14,3,0,4,0,0,1,3,7,1,0,1,1,0
172.31.152.170_trafic,42,17,16,0,5,0,0,1,2,9,2,0,0,0,0
172.31.250.41_trafic,60,43,9,15,44,0,0,1,9,27,1,0,1,1,0
172.31.229.55_trafic,30,14,5,7,11,0,0,1,3,8,2,0,1,1,0
172.31.229.57_trafic,7,6,2,0,4,0,0,1,3,4,1,0,1,1,0
172.31.229.56_trafic,300,124,10,6,128,0,0,1,16,66,2,0,1,1,0
172.31.241.112_trafic,179,74,28,5,40,0,0,1,11,29,2,0,1,1,0
172.31.229.52_trafic,118,23,20,5,19,0,0,1,3,16,5,0,1,1,0
172.31.154.127_trafic,346,235,15,8,95,0,0,1,13,110,1,0,0,0,0
172.31.12.41_trafic,197,19,72,9,32,0,0,1,3,6,10,0,1,1,0
172.31.249.12_trafic,88,18,24,1,8,0,0,1,2,7,4,0,1,1,0
172.31.154.126_trafic,85,58,4,2,22,0,0,1,3,25,1,0,0,0,0
172.31.145.26_trafic,9,6,2,2,3,0,0,1,1,4,1,0,0,0,0
172.31.237.132_trafic,136,86,11,3,27,0,0,1,2,29,1,0,1,1,0
172.31.145.22_trafic,132,44,18,2,11,0,0,1,3,22,3,0,0,0,0
172.31.145.21_trafic,60,14,27,1,3,0,0,1,1,5,4,0,0,0,0
172.31.12.177_trafic,353,173,22,5,57,0,0,1,7,41,2,0,1,1,0
172.31.237.44_trafic,7,5,2,3,5,0,0,1,2,4,1,0,1,1,0
172.31.130.84_trafic,19,19,1,9,8,0,0,1,2,8,1,0,0,0,0
172.31.229.3_trafic,6,6,1,6,6,0,0,1,2,4,1,0,1,1,0
172.31.154.173_trafic,95,29,33,8,27,0,0,1,3,16,3,0,0,0,0
172.31.227.160_trafic,32,28,3,32,31,0,0,1,4,16,1,0,1,1,0
172.31.104.173_trafic,45,19,6,3,11,0,0,1,2,6,2,0,0,0,0
172.31.130.82_trafic,184,75,12,3,27,0,0,1,16,29,2,0,0,0,0
172.31.229.9_trafic,114,94,6,19,48,0,4,1,8,38,1,0,1,1,0
172.31.254.112_trafic,140,56,13,2,24,0,2,1,9,13,2,0,1,1,0
172.31.249.11_trafic,2,2,1,2,1,0,0,1,2,2,1,0,1,1,0
172.31.130.88_trafic,90,28,25,1,6,0,0,1,4,14,3,0,0,0,0
172.31.148.242_trafic,157,17,119,2,6,0,0,1,2,11,9,0,0,0,0
172.31.145.200_trafic,48,26,5,1,10,0,0,1,2,9,1,0,0,0,0
172.31.105.171_trafic,125,87,4,2,31,0,0,1,7,39,1,0,0,0,0
172.31.145.204_trafic,89,52,7,3,26,0,0,1,4,25,1,0,0,0,0
172.31.240.200_trafic,6,6,1,6,3,0,0,1,2,5,1,0,1,1,0
172.31.110.37_trafic,581,437,17,58,109,0,0,1,20,253,1,0,0,0,0
172.31.251.85_trafic,104,42,16,1,15,0,0,1,10,9,2,0,1,1,0
172.31.251.87_trafic,48,12,23,0,5,0,0,1,1,8,4,0,1,1,0
172.31.250.87_trafic,6,3,3,0,2,0,0,1,1,3,2,0,0,0,0
172.31.109.109_trafic,19,17,2,19,16,0,0,1,2,12,1,0,0,0,0
172.31.229.230_trafic,44,34,4,44,31,0,0,1,5,18,1,0,1,1,0
172.31.125.125_trafic,15,12,2,7,7,0,0,1,2,9,1,0,0,0,0
172.31.159.246_trafic,47,20,6,2,9,0,0,1,2,11,2,0,0,0,0
172.31.154.236_trafic,45,37,5,9,33,0,0,1,2,15,1,0,0,0,0
172.31.229.239_trafic,140,33,22,2,13,0,0,1,3,13,4,0,1,1,0
172.31.246.71_trafic,6,3,4,0,2,0,0,1,1,2,2,0,1,1,0
172.31.4.30_trafic,25,11,9,0,3,0,0,1,2,3,2,0,1,1,0
172.31.168.38_trafic,4,1,4,4,3,0,0,1,1,1,4,0,1,1,0
172.31.243.151_trafic,160,46,31,5,25,0,0,1,4,21,3,0,1,1,0
172.31.224.125_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.170.182_trafic,40,20,7,0,4,0,0,1,2,8,2,0,1,1,0
172.31.168.31_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.144.194_trafic,66,30,13,1,12,0,0,1,3,12,2,0,0,0,0
172.31.168.33_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.144.196_trafic,50,34,5,3,14,0,0,1,3,23,1,0,0,0,0
172.31.168.35_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.168.34_trafic,4,1,4,4,3,0,0,1,1,1,4,0,1,1,0
172.31.168.37_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.168.36_trafic,4,1,4,4,3,0,0,1,1,1,4,0,1,1,0
172.31.12.225_trafic,38,14,5,38,21,0,0,1,1,3,2,0,1,1,0
172.31.237.111_trafic,52,27,13,1,17,0,0,1,2,17,1,0,1,1,0
172.31.153.98_trafic,9,4,4,0,2,0,0,1,2,4,2,0,0,0,0
172.31.12.222_trafic,73,17,13,2,27,0,0,1,3,11,4,0,1,1,0
172.31.12.223_trafic,59,22,8,2,51,0,0,1,6,16,2,0,1,1,0
172.31.236.82_trafic,74,35,5,2,21,0,0,1,3,11,2,0,1,1,0
172.31.236.80_trafic,874,310,14,16,75,0,0,1,9,108,2,0,1,1,0
172.31.122.52_trafic,105,33,13,1,9,0,0,1,2,16,3,0,0,0,0
172.31.12.228_trafic,329,35,48,5,90,0,0,2,6,9,9,0,1,1,0
172.31.236.87_trafic,8,8,1,8,8,0,0,1,2,6,1,0,1,1,0
172.31.131.185_trafic,233,130,11,5,50,0,0,1,8,59,1,0,0,0,0
172.31.247.50_trafic,230,60,23,4,27,0,0,1,8,24,3,0,1,1,0
172.31.247.53_trafic,683,90,47,11,54,0,0,1,4,27,7,0,1,1,0
172.31.145.114_trafic,196,87,21,3,22,0,0,1,8,45,2,0,0,0,0
172.31.157.136_trafic,55,20,15,0,4,0,0,1,2,5,2,0,0,0,0
172.31.170.184_trafic,180,92,10,5,42,0,0,1,8,39,1,0,1,1,0
172.31.145.110_trafic,126,29,80,14,22,0,0,1,6,21,4,0,0,0,0
172.31.227.90_trafic,117,72,10,3,44,0,0,1,6,18,1,0,1,1,0
172.31.245.62_trafic,27,16,4,4,8,0,0,1,2,8,1,0,1,1,0
172.31.153.218_trafic,12,7,3,6,4,0,0,1,2,3,1,0,0,0,0
172.31.245.61_trafic,77,17,12,4,16,0,0,1,3,11,4,0,1,1,0
172.31.248.38_trafic,4,3,2,4,2,0,0,1,1,2,1,0,0,0,0
172.31.153.213_trafic,14,5,6,1,6,0,0,1,1,2,2,0,0,0,0
172.31.248.34_trafic,88,40,10,3,19,0,0,1,2,11,2,0,1,1,0
172.31.153.216_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
172.31.248.33_trafic,43,10,28,0,5,0,0,1,1,4,4,0,0,0,0
172.31.153.214_trafic,41,16,11,0,6,0,0,1,3,8,2,0,0,0,0
172.31.153.215_trafic,39,3,24,0,3,0,0,1,2,3,13,0,0,0,0
172.31.234.81_trafic,193,49,24,4,20,0,0,1,5,22,3,0,1,1,0
172.31.234.83_trafic,48,25,3,24,22,0,0,1,2,10,1,0,1,1,0
172.31.235.153_trafic,67,27,10,1,13,0,0,1,2,19,2,0,1,1,0
172.31.146.87_trafic,11,10,2,0,4,0,0,1,2,7,1,0,0,0,0
172.31.243.167_trafic,16,11,3,16,13,0,0,1,2,6,1,0,1,1,0
172.31.247.209_trafic,102,49,13,3,21,0,0,1,6,22,2,0,1,1,0
172.31.244.23_trafic,59,47,4,14,22,0,0,1,6,27,1,0,1,1,0
172.31.146.84_trafic,227,81,13,3,43,0,2,1,10,36,2,0,0,0,0
172.31.240.195_trafic,16,8,9,0,9,0,0,1,1,3,2,0,1,1,0
172.31.146.80_trafic,623,51,144,10,67,0,0,1,4,23,12,0,0,0,0
172.31.123.79_trafic,322,79,59,5,32,0,0,1,4,34,4,0,0,0,0
172.31.252.42_trafic,115,84,4,14,34,0,0,1,5,46,1,0,1,1,0
172.31.240.191_trafic,73,24,8,9,26,0,0,1,2,14,3,0,1,1,0
172.31.123.75_trafic,27,15,10,0,5,0,0,1,2,10,1,0,0,0,0
172.31.237.42_trafic,12,12,1,12,11,0,0,1,1,5,1,0,1,1,0
172.31.146.88_trafic,118,51,11,2,31,0,0,1,9,29,2,0,0,0,0
172.31.123.71_trafic,119,41,31,2,16,0,0,1,9,26,2,0,0,0,0
172.31.123.73_trafic,96,16,44,1,8,0,0,1,2,6,6,0,0,0,0
172.31.246.76_trafic,71,10,17,2,7,0,0,1,2,7,7,0,1,1,0
172.31.158.25_trafic,11,9,2,11,9,0,0,1,1,7,1,0,0,0,0
172.31.19.50_trafic,172,137,4,2,80,0,0,1,10,66,1,0,1,1,0
172.31.246.72_trafic,135,59,14,3,27,0,0,1,6,38,2,0,1,1,0
172.31.246.73_trafic,10,10,1,10,9,0,0,1,3,7,1,0,1,1,0
172.31.152.195_trafic,51,39,3,25,32,0,0,1,9,15,1,0,0,0,0
172.31.234.67_trafic,150,53,16,2,16,0,5,1,3,19,2,0,1,1,0
172.31.234.64_trafic,190,50,16,3,25,0,0,1,3,26,3,0,1,1,0
172.31.246.78_trafic,202,87,18,3,39,0,0,1,8,42,2,0,1,1,0
172.31.234.60_trafic,292,103,26,5,44,0,0,1,5,47,2,0,1,1,0
172.31.244.20_trafic,37,20,3,1,16,0,0,1,2,7,1,0,1,1,0
172.31.243.229_trafic,135,59,6,8,35,0,0,1,3,28,2,0,1,1,0
172.31.243.228_trafic,6,4,2,2,4,0,0,1,1,3,1,0,0,0,0
172.31.244.25_trafic,83,53,13,2,24,0,0,1,5,23,1,0,1,1,0
172.31.153.76_trafic,55,35,3,27,25,0,0,1,4,20,1,0,0,0,0
172.31.246.112_trafic,6,6,1,6,3,0,0,1,2,4,1,0,1,1,0
172.31.246.113_trafic,213,102,22,10,46,0,0,1,6,40,2,0,1,1,0
172.31.250.103_trafic,148,77,7,3,26,0,0,1,4,27,1,0,1,1,0
172.31.246.119_trafic,66,19,16,1,4,0,0,1,3,6,3,0,1,1,0
172.31.250.104_trafic,184,86,17,12,33,0,3,1,7,39,2,0,1,1,0
172.31.251.198_trafic,241,104,12,6,45,0,0,1,7,46,2,0,1,1,0
172.31.235.46_trafic,84,29,26,1,24,0,0,1,3,17,2,0,1,1,0
172.31.235.45_trafic,93,55,11,2,23,0,0,1,7,16,1,0,1,1,0
172.31.230.143_trafic,181,53,12,7,21,0,0,1,2,25,3,0,1,1,0
172.31.3.115_trafic,6,5,2,0,2,0,0,1,1,2,1,0,0,0,0
172.31.235.41_trafic,168,23,37,2,13,0,0,1,2,11,7,0,1,1,0
172.31.235.40_trafic,56,25,11,1,15,0,0,1,3,14,2,0,1,1,0
172.31.251.190_trafic,62,34,7,12,25,0,0,1,4,12,1,0,1,1,0
172.31.237.182_trafic,47,22,6,1,13,0,0,1,4,11,2,0,1,1,0
172.31.251.193_trafic,10,9,2,10,6,0,0,1,2,3,1,0,1,1,0
172.31.251.194_trafic,40,25,4,20,34,0,0,1,3,20,1,0,1,1,0
172.31.121.34_trafic,77,40,15,1,8,0,0,1,2,10,1,0,0,0,0
172.31.19.60_trafic,5,4,2,0,2,0,0,1,2,4,1,0,0,0,0
172.31.232.207_trafic,104,74,4,14,41,0,0,1,8,38,1,0,1,1,0
172.31.253.88_trafic,40,26,3,40,27,0,0,1,4,13,1,0,1,1,0
172.31.124.140_trafic,5,3,2,1,1,0,0,1,1,2,1,0,0,0,0
172.31.124.141_trafic,8,5,2,8,7,0,0,1,1,3,1,0,0,0,0
172.31.234.196_trafic,163,65,18,3,26,0,0,1,8,27,2,0,1,1,0
172.31.150.143_trafic,106,41,15,1,16,0,0,1,2,12,2,0,0,0,0
172.31.150.142_trafic,462,121,134,11,56,0,0,1,5,37,3,0,0,0,0
172.31.124.148_trafic,10,8,2,5,4,0,0,1,2,6,1,0,0,0,0
172.31.234.195_trafic,197,73,22,4,17,0,0,1,6,32,2,0,1,1,0
172.31.253.85_trafic,183,70,15,3,18,0,0,1,4,18,2,0,1,1,0
172.31.146.140_trafic,123,82,10,2,35,0,0,1,3,30,1,0,0,0,0
172.31.168.209_trafic,154,36,16,3,11,0,0,1,3,18,4,0,1,1,0
172.31.157.20_trafic,5,5,1,5,4,0,0,1,1,5,1,0,0,0,0
172.31.146.147_trafic,73,29,20,1,6,0,0,1,4,14,2,0,0,0,0
172.31.168.202_trafic,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
172.31.168.206_trafic,26,19,3,5,8,0,0,1,3,9,1,0,1,1,0
172.31.168.205_trafic,444,146,18,7,33,0,0,1,5,47,3,0,1,1,0
172.31.224.100_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0
172.31.159.158_trafic,122,44,54,2,35,0,0,1,3,17,2,0,0,0,0
172.31.241.38_trafic,419,223,12,8,69,0,0,1,10,118,1,0,1,1,0
172.31.159.153_trafic,40,27,5,5,11,0,0,1,3,10,1,0,0,0,0
172.31.159.150_trafic,2,2,1,2,1,0,0,1,1,2,1,0,0,0,0
172.31.159.157_trafic,18,13,2,9,9,0,0,1,2,5,1,0,0,0,0
172.31.159.154_trafic,7,6,2,1,5,0,0,1,2,2,1,0,0,0,0
172.31.233.116_trafic,47,25,6,1,15,0,0,1,6,12,1,0,1,1,0
172.31.233.112_trafic,239,41,62,5,14,0,0,1,4,24,5,0,1,1,0
172.31.153.22_trafic,79,37,10,6,31,0,0,1,7,16,2,0,0,0,0
172.31.108.89_trafic,37,15,7,37,25,0,0,1,3,8,2,0,0,0,0
172.31.233.119_trafic,6,2,4,0,2,0,0,1,1,2,3,0,0,0,0
172.31.243.29_trafic,52,21,6,1,8,0,0,1,2,5,2,0,1,1,0
172.31.238.128_trafic,127,56,9,3,19,0,0,1,7,27,2,0,1,1,0
172.31.231.221_trafic,60,9,16,1,7,0,0,1,1,5,6,0,1,1,0
172.31.238.122_trafic,19,8,3,1,8,0,0,1,2,6,2,0,1,1,0
172.31.168.116_trafic,143,61,21,2,14,0,0,1,4,27,2,0,1,1,0
172.31.244.118_trafic,523,294,26,9,107,0,0,1,13,159,1,0,1,1,0
172.31.244.119_trafic,108,52,11,1,17,0,0,1,4,29,2,0,1,1,0
172.31.231.228_trafic,27,13,10,0,3,0,0,1,2,9,2,0,1,1,0
172.31.130.203_trafic,183,116,8,3,23,0,0,1,8,58,1,0,0,0,0
172.31.243.26_trafic,33,25,3,33,15,0,0,1,2,12,1,0,1,1,0
172.31.151.213_trafic,41,22,7,13,13,0,0,1,3,17,1,0,0,0,0
172.31.126.169_trafic,83,23,27,1,7,0,0,1,3,15,3,0,0,0,0
172.31.158.248_trafic,16,12,2,0,5,0,7,1,3,7,1,0,0,0,0
172.31.127.37_trafic,11,7,5,0,3,0,0,1,2,3,1,0,0,0,0
172.31.149.109_trafic,7,7,1,7,3,0,0,1,2,4,1,0,0,0,0
172.31.126.238_trafic,6,5,2,6,4,0,0,1,2,3,1,0,0,0,0
172.31.158.240_trafic,14,5,6,1,8,0,0,1,1,2,2,0,0,0,0
172.31.126.163_trafic,39,16,18,0,7,0,0,1,3,9,2,0,0,0,0
172.31.126.164_trafic,25,19,3,8,21,0,0,1,2,15,1,0,0,0,0
172.31.231.150_trafic,114,41,11,7,18,0,0,1,2,13,2,0,1,1,0
172.31.158.245_trafic,166,45,20,2,12,0,0,1,6,16,3,0,0,0,0
172.31.156.158_trafic,181,53,20,3,22,0,0,1,5,25,3,0,0,0,0
172.31.12.15_trafic,129,24,64,11,31,0,0,2,5,12,5,0,1,1,0
172.31.12.16_trafic,102,35,13,2,15,0,0,1,4,14,2,0,1,1,0
172.31.227.135_trafic,7,6,2,3,2,0,2,1,2,3,1,0,0,0,0
172.31.227.136_trafic,121,57,14,3,27,0,0,1,8,27,2,1,1,1,0
172.31.241.210_trafic,2042,347,49,63,239,0,0,1,8,126,5,0,1,1,0
172.31.150.216_trafic,176,87,17,2,19,0,0,1,10,35,2,0,0,0,0
172.31.150.211_trafic,26,16,4,0,5,0,0,1,3,6,1,0,0,0,0
172.31.148.43_trafic,220,54,40,3,12,0,0,1,5,21,4,0,0,0,0
172.31.148.41_trafic,1167,713,13,19,274,0,0,1,28,294,1,0,0,0,0
172.31.155.27_trafic,213,56,78,3,27,0,0,1,4,23,3,0,0,0,0
172.31.130.149_trafic,126,55,16,5,22,0,0,1,6,31,2,0,0,0,0
172.31.239.68_trafic,1328,367,74,22,234,0,0,1,11,169,3,0,1,1,0
172.31.155.20_trafic,3,1,3,0,1,0,0,1,1,1,3,0,0,0,0
172.31.155.21_trafic,92,44,6,1,10,0,0,1,3,12,2,0,0,0,0
172.31.228.188_trafic,79,30,9,1,13,0,0,1,2,10,2,0,1,1,0
172.31.130.147_trafic,79,24,32,1,11,0,0,1,4,13,3,0,0,0,0
172.31.130.146_trafic,56,30,7,6,17,0,0,1,3,22,1,0,0,0,0
172.31.226.45_trafic,15,8,6,2,6,0,0,1,3,7,1,0,1,1,0
172.31.155.29_trafic,358,35,119,6,11,0,0,1,2,16,10,0,0,0,0
172.31.149.66_trafic,56,26,15,0,22,0,0,1,3,12,2,0,0,0,0
172.31.171.31_trafic,162,48,15,2,17,0,0,1,2,18,3,0,1,1,0
172.31.149.64_trafic,96,45,10,1,7,0,0,1,7,24,2,0,0,0,0
172.31.149.63_trafic,464,172,16,8,175,0,0,1,5,61,2,0,0,0,0
172.31.153.144_trafic,46,18,15,0,7,0,0,1,5,13,2,0,0,0,0
172.31.147.132_trafic,87,47,15,1,24,0,1,1,4,18,1,0,0,0,0
172.31.153.142_trafic,77,30,12,2,14,0,0,1,3,15,2,0,0,0,0
172.31.150.3_trafic,447,136,17,7,63,0,0,1,20,67,3,0,0,0,0
172.31.153.140_trafic,9,4,6,4,4,0,0,1,1,3,2,0,0,0,0
172.31.151.105_trafic,423,162,16,9,38,0,0,1,9,51,2,0,0,0,0
172.31.145.203_trafic,64,35,8,21,19,0,0,1,3,15,1,0,0,0,0
172.31.120.118_trafic,337,75,41,9,25,0,0,1,10,31,4,0,0,0,0
172.31.155.168_trafic,9,9,1,9,3,0,0,1,2,5,1,0,0,0,0
172.31.227.224_trafic,75,46,8,7,19,0,0,1,7,21,1,0,1,1,0
172.31.149.87_trafic,425,142,21,7,82,0,0,1,12,55,2,0,0,0,0
172.31.149.86_trafic,408,153,142,6,77,0,0,1,5,63,2,0,0,0,0
172.31.122.147_trafic,968,389,28,16,88,0,0,1,12,171,2,0,0,0,0
172.31.151.19_trafic,238,97,20,4,30,0,0,1,7,50,2,0,0,0,0
172.31.149.82_trafic,146,103,8,2,42,0,0,1,8,52,1,0,0,0,0
172.31.154.65_trafic,62,19,13,1,8,0,0,1,3,12,3,0,0,0,0
172.31.240.24_trafic,270,105,18,4,21,0,0,1,6,46,2,0,1,1,0
172.31.169.240_trafic,104,40,17,1,12,0,0,1,4,16,2,0,1,1,0
172.31.240.26_trafic,59,14,37,1,6,0,0,1,2,7,4,0,1,1,0
172.31.233.248_trafic,97,45,11,4,23,0,0,1,3,27,2,0,1,1,0
172.31.120.121_trafic,93,57,11,5,22,0,0,1,5,28,1,0,0,0,0
172.31.169.244_trafic,28,14,6,0,5,0,0,1,1,3,2,0,0,0,0
172.31.243.141_trafic,140,51,21,5,33,0,2,1,5,18,2,0,1,1,0
172.31.156.102_trafic,157,41,40,3,24,0,0,1,5,22,3,0,0,0,0
172.31.232.209_trafic,314,146,11,5,40,0,0,1,20,81,2,0,1,1,0
172.31.233.246_trafic,54,20,30,1,5,0,2,1,5,11,2,0,1,1,0
172.31.147.128_trafic,53,46,4,2,45,0,0,1,7,25,1,0,0,0,0
172.31.123.154_trafic,65,27,6,1,8,0,0,1,2,12,2,0,0,0,0
172.31.233.241_trafic,83,48,9,11,42,0,0,1,4,30,1,0,1,1,0
172.31.170.57_trafic,49,22,14,0,9,0,0,1,3,12,2,0,1,1,0
172.31.104.192_trafic,118,55,15,3,20,0,0,1,3,22,2,0,0,0,0
172.31.170.50_trafic,101,71,6,4,15,0,0,1,6,27,1,0,1,1,0
172.31.170.51_trafic,172,70,20,4,18,0,0,1,6,17,2,0,1,1,0
172.31.126.220_trafic,227,89,30,16,44,0,0,1,3,32,2,0,0,0,0
172.31.11.77_trafic,34,13,5,0,6,0,0,2,2,7,2,0,1,1,0
172.31.11.76_trafic,115,108,3,38,75,0,0,1,7,64,1,0,1,1,0
172.31.239.212_trafic,63,20,18,1,12,0,0,1,2,10,3,0,1,1,0
172.31.11.71_trafic,30,16,6,0,7,0,5,2,4,9,1,0,1,1,0
172.31.11.70_trafic,24,10,5,12,9,0,0,1,2,4,2,0,1,1,0
172.31.241.232_trafic,449,77,68,8,51,0,0,1,8,38,5,0,1,1,0
172.31.155.185_trafic,157,69,7,3,22,0,2,1,3,19,2,0,0,0,0
172.31.155.186_trafic,17,11,4,8,10,0,0,1,3,7,1,0,0,0,0
172.31.155.187_trafic,383,136,40,6,36,0,0,1,6,41,2,0,0,0,0
172.31.241.237_trafic,63,19,34,1,13,0,0,1,4,11,3,0,1,1,0
172.31.11.79_trafic,885,125,282,15,140,0,0,1,5,39,7,0,1,1,0
172.31.155.183_trafic,4,3,2,4,4,0,0,1,1,3,1,0,0,0,0
172.31.239.12_trafic,52,24,7,10,25,0,0,1,3,15,2,0,1,1,0
172.31.239.13_trafic,452,201,14,7,47,0,0,1,10,76,2,0,1,1,0
172.31.249.156_trafic,242,111,24,4,50,0,0,1,8,54,2,1,1,1,0
172.31.239.17_trafic,162,71,8,2,28,0,0,1,3,27,2,0,1,1,0
172.31.12.65_trafic,412,56,152,6,44,0,0,1,5,19,7,0,1,1,0
172.31.242.223_trafic,121,102,3,60,61,0,0,1,6,55,1,0,1,1,0
172.31.253.81_trafic,30,18,4,1,11,0,0,1,2,7,1,0,1,1,0
172.31.148.9_trafic,90,43,11,1,7,0,0,1,4,11,2,0,0,0,0
172.31.128.130_trafic,49,26,7,2,11,0,0,1,2,14,1,0,0,0,0
172.31.111.186_trafic,14,13,2,14,12,0,0,1,3,9,1,0,0,0,0
172.31.150.28_trafic,7,5,2,7,4,0,0,1,1,5,1,0,0,0,0
172.31.151.162_trafic,106,49,8,2,22,0,0,1,3,12,2,0,0,0,0
172.31.128.139_trafic,167,71,17,6,23,0,0,1,5,23,2,0,0,0,0
172.31.150.24_trafic,125,73,5,2,23,0,0,1,2,18,1,0,0,0,0
172.31.124.226_trafic,60,29,16,1,12,0,0,1,4,19,2,0,0,0,0
172.31.238.231_trafic,2,1,2,2,2,0,0,1,1,1,2,0,0,0,0
172.31.148.5_trafic,112,21,29,4,15,0,0,1,3,12,5,0,0,0,0
172.31.150.20_trafic,328,143,9,9,44,0,0,1,7,67,2,0,0,0,0
172.31.148.6_trafic,247,89,16,4,63,0,0,1,3,38,2,0,0,0,0
172.31.125.72_trafic,27,16,3,1,8,0,0,1,2,6,1,0,0,0,0
172.31.125.70_trafic,63,20,25,1,4,0,0,1,2,13,3,0,0,0,0
172.31.225.178_trafic,83,21,18,1,12,0,0,1,4,10,3,0,1,1,0
172.31.125.77_trafic,10,8,2,10,8,0,0,1,1,5,1,0,0,0,0
172.31.242.173_trafic,49,31,8,8,21,0,0,1,4,22,1,0,1,1,0
172.31.225.173_trafic,85,24,11,3,27,0,0,1,3,9,3,0,1,1,0
172.31.129.69_trafic,27,21,4,0,14,0,0,1,2,9,1,0,0,0,0
172.31.225.177_trafic,118,52,10,9,40,0,0,1,5,20,2,0,1,1,0
172.31.224.108_trafic,3,1,3,3,2,0,0,1,1,1,3,0,1,1,0
