,Hostname, Req_cnt, Dist_Req_Cnt, high_req_cnt_single_domain, avg_req_per_min, high_req_per_min, cnt_query_mx, cnt_query_ptr, dist_dns_server, dist_tld, dist_sld, uniqueness_ratio, res_failed, dist_city_cnt, dist_country_cnt, flux_ratio,RESULT
3809,172.31.228.188_trafic,79,30,9,1,13,0,0,1,2,10,2,0,1,1,0,clean
3810,172.31.130.147_trafic,79,24,32,1,11,0,0,1,4,13,3,0,0,0,0,Bot
3811,172.31.130.146_trafic,56,30,7,6,17,0,0,1,3,22,1,0,0,0,0,clean
3812,172.31.226.45_trafic,15,8,6,2,6,0,0,1,3,7,1,0,1,1,0,clean
3813,172.31.155.29_trafic,358,35,119,6,11,0,0,1,2,16,10,0,0,0,0,Bot
3814,172.31.149.66_trafic,56,26,15,0,22,0,0,1,3,12,2,0,0,0,0,Bot
3815,172.31.171.31_trafic,162,48,15,2,17,0,0,1,2,18,3,0,1,1,0,Bot
3816,172.31.149.64_trafic,96,45,10,1,7,0,0,1,7,24,2,0,0,0,0,clean
3817,172.31.149.63_trafic,464,172,16,8,175,0,0,1,5,61,2,0,0,0,0,Bot
3818,172.31.153.144_trafic,46,18,15,0,7,0,0,1,5,13,2,0,0,0,0,Bot
3819,172.31.147.132_trafic,87,47,15,1,24,0,1,1,4,18,1,0,0,0,0,Bot
3820,172.31.153.142_trafic,77,30,12,2,14,0,0,1,3,15,2,0,0,0,0,Bot
3821,172.31.150.3_trafic,447,136,17,7,63,0,0,1,20,67,3,0,0,0,0,clean
3822,172.31.153.140_trafic,9,4,6,4,4,0,0,1,1,3,2,0,0,0,0,clean
3823,172.31.151.105_trafic,423,162,16,9,38,0,0,1,9,51,2,0,0,0,0,Bot
3824,172.31.145.203_trafic,64,35,8,21,19,0,0,1,3,15,1,0,0,0,0,clean
3825,172.31.120.118_trafic,337,75,41,9,25,0,0,1,10,31,4,0,0,0,0,clean
3826,172.31.155.168_trafic,9,9,1,9,3,0,0,1,2,5,1,0,0,0,0,clean
3827,172.31.227.224_trafic,75,46,8,7,19,0,0,1,7,21,1,0,1,1,0,clean
3828,172.31.149.87_trafic,425,142,21,7,82,0,0,1,12,55,2,0,0,0,0,clean
3829,172.31.149.86_trafic,408,153,142,6,77,0,0,1,5,63,2,0,0,0,0,Bot
3830,172.31.122.147_trafic,968,389,28,16,88,0,0,1,12,171,2,0,0,0,0,Bot
3831,172.31.151.19_trafic,238,97,20,4,30,0,0,1,7,50,2,0,0,0,0,Bot
3832,172.31.149.82_trafic,146,103,8,2,42,0,0,1,8,52,1,0,0,0,0,clean
3833,172.31.154.65_trafic,62,19,13,1,8,0,0,1,3,12,3,0,0,0,0,Bot
3834,172.31.240.24_trafic,270,105,18,4,21,0,0,1,6,46,2,0,1,1,0,Bot
3835,172.31.169.240_trafic,104,40,17,1,12,0,0,1,4,16,2,0,1,1,0,Bot
3836,172.31.240.26_trafic,59,14,37,1,6,0,0,1,2,7,4,0,1,1,0,Bot
3837,172.31.233.248_trafic,97,45,11,4,23,0,0,1,3,27,2,0,1,1,0,Bot
3838,172.31.120.121_trafic,93,57,11,5,22,0,0,1,5,28,1,0,0,0,0,Bot
3839,172.31.169.244_trafic,28,14,6,0,5,0,0,1,1,3,2,0,0,0,0,clean
3840,172.31.243.141_trafic,140,51,21,5,33,0,2,1,5,18,2,0,1,1,0,Bot
3841,172.31.156.102_trafic,157,41,40,3,24,0,0,1,5,22,3,0,0,0,0,Bot
3842,172.31.232.209_trafic,314,146,11,5,40,0,0,1,20,81,2,0,1,1,0,clean
3843,172.31.233.246_trafic,54,20,30,1,5,0,2,1,5,11,2,0,1,1,0,Bot
3844,172.31.147.128_trafic,53,46,4,2,45,0,0,1,7,25,1,0,0,0,0,clean
3845,172.31.123.154_trafic,65,27,6,1,8,0,0,1,2,12,2,0,0,0,0,clean
3846,172.31.233.241_trafic,83,48,9,11,42,0,0,1,4,30,1,0,1,1,0,clean
3847,172.31.170.57_trafic,49,22,14,0,9,0,0,1,3,12,2,0,1,1,0,Bot
3848,172.31.104.192_trafic,118,55,15,3,20,0,0,1,3,22,2,0,0,0,0,Bot
3849,172.31.170.50_trafic,101,71,6,4,15,0,0,1,6,27,1,0,1,1,0,clean
3850,172.31.170.51_trafic,172,70,20,4,18,0,0,1,6,17,2,0,1,1,0,Bot
3851,172.31.126.220_trafic,227,89,30,16,44,0,0,1,3,32,2,0,0,0,0,Bot
3852,172.31.11.77_trafic,34,13,5,0,6,0,0,2,2,7,2,0,1,1,0,clean
3853,172.31.11.76_trafic,115,108,3,38,75,0,0,1,7,64,1,0,1,1,0,clean
3854,172.31.239.212_trafic,63,20,18,1,12,0,0,1,2,10,3,0,1,1,0,Bot
3855,172.31.11.71_trafic,30,16,6,0,7,0,5,2,4,9,1,0,1,1,0,clean
3856,172.31.11.70_trafic,24,10,5,12,9,0,0,1,2,4,2,0,1,1,0,clean
3857,172.31.241.232_trafic,449,77,68,8,51,0,0,1,8,38,5,0,1,1,0,Bot
3858,172.31.155.185_trafic,157,69,7,3,22,0,2,1,3,19,2,0,0,0,0,clean
3859,172.31.155.186_trafic,17,11,4,8,10,0,0,1,3,7,1,0,0,0,0,clean
3860,172.31.155.187_trafic,383,136,40,6,36,0,0,1,6,41,2,0,0,0,0,Bot
3861,172.31.241.237_trafic,63,19,34,1,13,0,0,1,4,11,3,0,1,1,0,Bot
3862,172.31.11.79_trafic,885,125,282,15,140,0,0,1,5,39,7,0,1,1,0,Bot
3863,172.31.155.183_trafic,4,3,2,4,4,0,0,1,1,3,1,0,0,0,0,clean
3864,172.31.239.12_trafic,52,24,7,10,25,0,0,1,3,15,2,0,1,1,0,clean
3865,172.31.239.13_trafic,452,201,14,7,47,0,0,1,10,76,2,0,1,1,0,clean
3866,172.31.249.156_trafic,242,111,24,4,50,0,0,1,8,54,2,1,1,1,0,Bot
3867,172.31.239.17_trafic,162,71,8,2,28,0,0,1,3,27,2,0,1,1,0,clean
3868,172.31.12.65_trafic,412,56,152,6,44,0,0,1,5,19,7,0,1,1,0,Bot
3869,172.31.242.223_trafic,121,102,3,60,61,0,0,1,6,55,1,0,1,1,0,clean
3870,172.31.253.81_trafic,30,18,4,1,11,0,0,1,2,7,1,0,1,1,0,clean
3871,172.31.148.9_trafic,90,43,11,1,7,0,0,1,4,11,2,0,0,0,0,Bot
3872,172.31.128.130_trafic,49,26,7,2,11,0,0,1,2,14,1,0,0,0,0,clean
3873,172.31.111.186_trafic,14,13,2,14,12,0,0,1,3,9,1,0,0,0,0,clean
3874,172.31.150.28_trafic,7,5,2,7,4,0,0,1,1,5,1,0,0,0,0,clean
3875,172.31.151.162_trafic,106,49,8,2,22,0,0,1,3,12,2,0,0,0,0,clean
3876,172.31.128.139_trafic,167,71,17,6,23,0,0,1,5,23,2,0,0,0,0,Bot
3877,172.31.150.24_trafic,125,73,5,2,23,0,0,1,2,18,1,0,0,0,0,clean
3878,172.31.124.226_trafic,60,29,16,1,12,0,0,1,4,19,2,0,0,0,0,Bot
3879,172.31.238.231_trafic,2,1,2,2,2,0,0,1,1,1,2,0,0,0,0,clean
3880,172.31.148.5_trafic,112,21,29,4,15,0,0,1,3,12,5,0,0,0,0,Bot
3881,172.31.150.20_trafic,328,143,9,9,44,0,0,1,7,67,2,0,0,0,0,clean
3882,172.31.148.6_trafic,247,89,16,4,63,0,0,1,3,38,2,0,0,0,0,Bot
3883,172.31.125.72_trafic,27,16,3,1,8,0,0,1,2,6,1,0,0,0,0,clean
3884,172.31.125.70_trafic,63,20,25,1,4,0,0,1,2,13,3,0,0,0,0,Bot
3885,172.31.225.178_trafic,83,21,18,1,12,0,0,1,4,10,3,0,1,1,0,Bot
3886,172.31.125.77_trafic,10,8,2,10,8,0,0,1,1,5,1,0,0,0,0,clean
3887,172.31.242.173_trafic,49,31,8,8,21,0,0,1,4,22,1,0,1,1,0,clean
3888,172.31.225.173_trafic,85,24,11,3,27,0,0,1,3,9,3,0,1,1,0,Bot
3889,172.31.129.69_trafic,27,21,4,0,14,0,0,1,2,9,1,0,0,0,0,clean
3890,172.31.225.177_trafic,118,52,10,9,40,0,0,1,5,20,2,0,1,1,0,clean
3891,172.31.224.108_trafic,3,1,3,3,2,0,0,1,1,1,3,0,1,1,0,clean
3892,172.31.224.77_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
3893,172.31.240.62_trafic,40,22,8,20,16,0,0,1,3,12,1,0,1,1,0,clean
3894,172.31.154.151_trafic,33,24,3,0,10,0,0,1,3,8,1,0,0,0,0,clean
3895,172.31.237.239_trafic,2,1,2,2,2,0,0,1,1,1,2,0,0,0,0,clean
3896,172.31.238.238_trafic,196,53,22,4,19,0,8,1,5,15,3,0,1,1,0,Bot
3897,172.31.250.36_trafic,110,22,13,8,18,0,0,1,2,11,5,0,1,1,0,Bot
3898,172.31.237.233_trafic,86,32,15,1,12,0,0,1,4,17,2,0,1,1,0,Bot
3899,172.31.149.83_trafic,62,24,6,1,6,0,0,1,2,9,2,0,0,0,0,clean
3900,172.31.120.181_trafic,68,26,12,1,6,0,0,1,2,14,2,0,0,0,0,Bot
3901,172.31.237.237_trafic,68,32,6,3,25,0,1,1,5,14,2,0,1,1,0,clean
3902,172.31.237.236_trafic,61,23,16,1,9,0,0,1,3,11,2,0,1,1,0,Bot
3903,172.31.131.54_trafic,144,84,10,2,62,0,0,1,4,54,1,0,0,0,0,clean
3904,172.31.105.229_trafic,248,67,46,8,16,0,0,1,2,21,3,0,0,0,0,Bot
3905,172.31.131.53_trafic,14,14,1,14,6,0,0,1,2,6,1,0,0,0,0,clean
3906,172.31.250.33_trafic,143,68,9,5,30,0,4,1,4,28,2,0,1,1,0,clean
3907,172.31.151.61_trafic,217,122,16,3,50,0,0,1,9,56,1,0,0,0,0,clean
3908,172.31.128.223_trafic,240,81,19,4,40,0,0,1,7,35,2,0,0,0,0,Bot
3909,172.31.236.212_trafic,52,32,10,26,28,0,0,1,3,23,1,0,1,1,0,clean
3910,172.31.236.213_trafic,442,96,61,8,28,0,0,1,5,46,4,0,1,1,0,Bot
3911,172.31.236.210_trafic,129,54,29,2,23,0,0,1,10,28,2,0,1,1,0,Bot
3912,172.31.236.216_trafic,53,35,8,4,14,0,1,1,5,15,1,0,1,1,0,clean
3913,172.31.236.217_trafic,428,161,18,7,35,0,0,1,3,28,2,0,1,1,0,Bot
3914,172.31.236.215_trafic,179,50,25,3,11,0,5,1,7,17,3,0,1,1,0,Bot
3915,172.31.238.92_trafic,28,15,8,14,17,0,0,1,4,13,1,0,1,1,0,clean
3916,172.31.154.159_trafic,237,115,13,4,35,0,0,1,8,46,2,0,0,0,0,Bot
3917,172.31.253.255_trafic,280,124,15,7,80,0,0,1,3,47,2,0,1,1,0,Bot
3918,172.31.238.95_trafic,170,36,36,2,17,0,0,1,4,13,4,0,1,1,0,Bot
3919,172.31.236.112_trafic,80,21,15,1,8,0,0,1,2,6,3,0,1,1,0,Bot
3920,172.31.109.53_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,clean
3921,172.31.224.136_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
3922,172.31.250.70_trafic,12,12,1,12,6,0,0,1,3,7,1,0,1,1,0,clean
3923,172.31.250.75_trafic,22,11,4,0,6,0,0,1,2,8,2,0,1,1,0,clean
3924,172.31.226.197_trafic,175,50,33,5,24,0,0,1,5,15,3,0,1,1,0,Bot
3925,172.31.241.162_trafic,88,30,7,1,13,0,0,1,2,8,2,0,1,1,0,clean
3926,172.31.241.160_trafic,105,18,25,1,8,0,0,1,4,11,5,0,1,1,0,Bot
3927,172.31.245.121_trafic,7,7,1,7,7,0,0,1,2,5,1,0,1,1,0,clean
3928,172.31.241.166_trafic,18,15,2,9,15,0,0,1,2,9,1,0,1,1,0,clean
3929,172.31.151.68_trafic,34,10,10,2,6,0,0,1,1,3,3,0,0,0,0,clean
3930,172.31.253.183_trafic,67,34,8,9,32,0,0,1,6,14,1,0,1,1,0,clean
3931,172.31.237.27_trafic,197,41,14,5,24,0,0,1,4,20,4,0,1,1,0,Bot
3932,172.31.110.148_trafic,143,55,12,2,14,0,0,1,4,18,2,0,0,0,0,Bot
3933,172.31.149.254_trafic,30,12,7,1,5,0,0,1,2,7,2,0,0,0,0,clean
3934,172.31.149.253_trafic,252,127,51,7,61,0,1,1,10,64,1,0,0,0,0,clean
3935,172.31.149.251_trafic,45,16,9,1,15,0,0,1,3,14,2,0,0,0,0,clean
3936,172.31.224.72_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
3937,172.31.237.126_trafic,322,113,62,5,33,0,0,1,6,32,2,0,1,1,0,Bot
3938,172.31.237.121_trafic,2,1,2,2,2,0,0,1,1,1,2,0,0,0,0,clean
3939,172.31.245.124_trafic,191,31,22,3,16,0,0,1,4,20,6,0,1,1,0,Bot
3940,172.31.154.169_trafic,65,21,9,1,15,0,0,1,2,8,3,0,0,0,0,clean
3941,172.31.154.168_trafic,166,99,13,2,38,0,0,1,6,45,1,0,0,0,0,Bot
3942,172.31.145.39_trafic,190,94,11,3,16,0,0,1,2,22,2,0,0,0,0,Bot
3943,172.31.154.165_trafic,76,19,16,1,18,0,0,1,4,10,4,0,0,0,0,Bot
3944,172.31.107.126_trafic,35,31,2,35,21,0,0,1,2,12,1,0,0,0,0,clean
3945,172.31.154.162_trafic,112,27,24,2,19,0,0,1,4,13,4,0,0,0,0,Bot
3946,172.31.130.94_trafic,98,77,4,3,32,0,0,1,9,36,1,0,0,0,0,clean
3947,172.31.104.109_trafic,109,48,5,9,26,0,0,1,7,21,2,0,0,0,0,clean
3948,172.31.130.90_trafic,187,18,52,3,12,0,0,1,2,10,10,0,0,0,0,Bot
3949,172.31.240.90_trafic,60,19,7,4,11,0,0,1,2,6,3,0,1,1,0,clean
3950,172.31.146.4_trafic,52,23,8,2,13,0,0,1,4,12,2,0,0,0,0,clean
3951,172.31.224.73_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
3952,172.31.105.139_trafic,6,1,6,0,1,0,0,1,1,1,6,0,0,0,0,clean
3953,172.31.248.162_trafic,107,48,11,5,22,0,0,1,9,17,2,0,1,1,0,Bot
3954,172.31.240.216_trafic,82,42,15,2,14,0,0,1,2,15,1,0,1,1,0,Bot
3955,172.31.240.210_trafic,51,22,9,1,17,0,0,1,2,13,2,0,1,1,0,clean
3956,172.31.154.8_trafic,107,60,9,5,34,0,0,1,5,24,1,0,0,0,0,clean
3957,172.31.251.253_trafic,386,150,31,10,36,0,4,1,7,58,2,0,1,1,0,Bot
3958,172.31.224.55_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
3959,172.31.251.92_trafic,46,26,5,6,14,0,0,1,3,19,1,0,1,1,0,clean
3960,172.31.153.139_trafic,17,15,2,5,13,0,0,1,3,7,1,0,0,0,0,clean
3961,172.31.248.42_trafic,38,23,7,1,6,0,0,1,4,9,1,0,1,1,0,clean
3962,172.31.229.223_trafic,230,51,30,3,31,0,0,1,5,23,4,0,1,1,0,Bot
3963,172.31.144.239_trafic,296,63,46,5,18,0,0,1,13,35,4,0,0,0,0,clean
3964,172.31.229.220_trafic,81,30,18,1,12,0,0,1,4,19,2,0,1,1,0,Bot
3965,172.31.229.227_trafic,8,8,1,8,6,0,1,1,4,5,1,0,1,1,0,clean
3966,172.31.229.226_trafic,53,24,5,13,31,0,1,1,4,13,2,0,1,1,0,clean
3967,172.31.229.224_trafic,133,35,12,6,21,0,0,1,3,16,3,0,1,1,0,Bot
3968,172.31.144.230_trafic,4,2,2,4,4,0,0,1,1,1,2,0,0,0,0,clean
3969,172.31.144.232_trafic,81,34,14,1,7,0,0,1,4,18,2,0,0,0,0,Bot
3970,172.31.229.228_trafic,59,39,5,59,41,0,0,1,4,17,1,0,1,1,0,clean
3971,172.31.144.236_trafic,85,53,4,28,50,0,0,1,9,30,1,0,0,0,0,clean
3972,172.31.245.185_trafic,222,86,11,3,37,0,0,1,5,24,2,0,1,1,0,Bot
3973,172.31.168.28_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
3974,172.31.245.187_trafic,98,16,20,1,10,0,0,1,2,9,6,0,1,1,0,Bot
3975,172.31.245.182_trafic,5,5,1,5,5,0,0,1,2,4,1,0,1,1,0,clean
3976,172.31.168.22_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
3977,172.31.168.23_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
3978,172.31.168.20_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
3979,172.31.168.21_trafic,4,1,4,4,3,0,0,1,1,1,4,0,1,1,0,clean
3980,172.31.168.26_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
3981,172.31.168.27_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
3982,172.31.168.24_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
3983,172.31.168.25_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
3984,172.31.12.250_trafic,150,96,12,2,71,0,0,1,8,44,1,0,1,1,0,Bot
3985,172.31.12.254_trafic,347,80,29,6,86,0,0,2,8,34,4,0,1,1,0,Bot
3986,172.31.251.240_trafic,254,118,20,14,44,0,0,1,11,57,2,0,1,1,0,Bot
3987,172.31.122.43_trafic,362,104,17,32,133,0,0,1,4,29,3,0,0,0,0,Bot
3988,172.31.122.41_trafic,235,133,12,3,60,0,0,1,13,60,1,0,0,0,0,clean
3989,172.31.121.162_trafic,88,19,18,1,4,0,0,1,2,12,4,0,0,0,0,Bot
3990,172.31.252.9_trafic,70,33,7,2,12,0,0,1,2,8,2,0,1,1,0,clean
3991,172.31.169.44_trafic,204,170,4,7,55,0,1,1,12,99,1,0,1,1,0,clean
3992,172.31.247.47_trafic,166,117,7,23,54,0,0,1,7,59,1,0,1,1,0,clean
3993,172.31.146.1_trafic,326,168,9,5,88,0,0,1,14,61,1,0,0,0,0,clean
3994,172.31.107.135_trafic,70,23,25,5,10,0,0,1,2,14,3,0,0,0,0,Bot
3995,172.31.156.16_trafic,9,7,3,9,7,0,0,1,1,5,1,0,0,0,0,clean
3996,172.31.145.101_trafic,44,21,13,1,8,0,0,1,10,15,2,0,0,0,0,Bot
3997,172.31.245.165_trafic,59,13,20,1,12,0,0,1,2,7,4,0,1,1,0,Bot
3998,172.31.145.107_trafic,72,27,20,1,11,0,0,1,4,19,2,0,0,0,0,Bot
3999,172.31.243.200_trafic,8,8,1,8,8,0,0,1,1,3,1,0,1,1,0,clean
4000,172.31.80.46_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,clean
4001,172.31.245.50_trafic,131,67,11,18,30,0,0,1,8,32,1,0,1,1,0,Bot
4002,172.31.153.209_trafic,7,5,2,7,5,0,0,1,2,4,1,0,0,0,0,clean
4003,172.31.250.0_trafic,303,162,17,5,56,0,0,1,10,70,1,0,1,1,0,clean
4004,172.31.169.40_trafic,51,33,4,2,16,0,0,1,3,14,1,0,1,1,0,clean
4005,172.31.250.5_trafic,10,9,2,10,10,0,0,1,2,8,1,0,1,1,0,clean
4006,172.31.153.207_trafic,11,10,2,0,5,0,0,1,3,5,1,0,0,0,0,clean
4007,172.31.111.215_trafic,3,3,1,3,3,0,0,1,2,2,1,0,0,0,0,clean
4008,172.31.229.211_trafic,711,422,12,22,136,0,0,1,14,199,1,0,1,1,0,Bot
4009,172.31.247.143_trafic,117,41,13,1,16,0,3,1,3,14,2,0,1,1,0,Bot
4010,172.31.247.238_trafic,175,71,18,3,35,0,0,1,3,32,2,0,1,1,0,Bot
4011,172.31.247.239_trafic,4,4,1,4,1,0,0,1,2,4,1,0,0,0,0,clean
4012,172.31.234.124_trafic,204,54,26,3,20,0,2,1,4,19,3,0,1,1,0,Bot
4013,172.31.120.208_trafic,78,36,9,6,19,0,0,1,2,12,2,0,0,0,0,clean
4014,172.31.252.31_trafic,102,49,9,9,33,0,0,1,2,17,2,0,1,1,0,clean
4015,172.31.254.129_trafic,55,19,8,5,11,0,5,1,3,8,2,0,1,1,0,clean
4016,172.31.252.33_trafic,23,10,4,0,9,0,0,1,3,7,2,0,1,1,0,clean
4017,172.31.240.186_trafic,4,4,1,4,2,0,0,1,2,4,1,0,1,1,0,clean
4018,172.31.252.34_trafic,1465,291,38,24,155,0,0,1,19,88,5,0,1,1,0,Bot
4019,172.31.158.23_trafic,585,159,21,10,31,0,0,1,8,66,3,0,0,0,0,Bot
4020,172.31.158.22_trafic,45,21,10,1,14,0,0,1,2,8,2,0,0,0,0,clean
4021,172.31.111.35_trafic,12,6,4,12,12,0,0,1,3,3,2,0,0,0,0,clean
4022,172.31.252.38_trafic,19,13,3,6,9,0,0,1,3,9,1,0,1,1,0,clean
4023,172.31.123.96_trafic,18,16,3,18,15,0,3,1,3,5,1,0,0,0,0,clean
4024,172.31.253.48_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,clean
4025,172.31.254.124_trafic,139,17,29,2,27,0,0,1,2,9,8,0,1,1,0,Bot
4026,172.31.158.28_trafic,85,39,20,3,22,0,0,1,9,9,2,0,0,0,0,Bot
4027,172.31.145.211_trafic,526,147,54,9,110,0,0,1,5,33,3,0,0,0,0,Bot
4028,172.31.247.147_trafic,22,11,7,0,5,0,7,1,4,7,2,0,0,0,0,clean
4029,172.31.234.58_trafic,325,126,14,10,35,0,0,1,5,35,2,0,1,1,0,Bot
4030,172.31.19.26_trafic,121,22,29,2,12,0,0,3,2,11,5,0,1,1,0,Bot
4031,172.31.234.53_trafic,194,36,50,3,26,0,1,1,5,17,5,0,1,1,0,Bot
4032,172.31.230.255_trafic,133,43,19,2,21,0,0,1,5,21,3,0,1,1,0,Bot
4033,172.31.238.244_trafic,46,13,9,2,7,0,0,1,4,10,3,0,1,1,0,clean
4034,172.31.153.60_trafic,747,236,30,12,45,0,0,1,7,82,3,0,0,0,0,Bot
4035,172.31.230.251_trafic,148,24,26,12,18,0,0,1,5,17,6,0,1,1,0,Bot
4036,172.31.230.253_trafic,128,22,13,2,12,0,0,1,3,8,5,0,1,1,0,Bot
4037,172.31.250.118_trafic,200,84,10,3,28,0,0,1,4,29,2,0,1,1,0,clean
4038,172.31.146.36_trafic,22,20,2,1,7,0,0,1,2,8,1,0,0,0,0,clean
4039,172.31.235.147_trafic,177,26,58,3,14,0,0,1,3,15,6,0,1,1,0,Bot
4040,172.31.229.161_trafic,79,40,12,1,23,0,0,1,8,17,1,0,1,1,0,Bot
4041,172.31.235.149_trafic,74,43,13,4,18,0,0,1,5,18,1,0,1,1,0,Bot
4042,172.31.250.110_trafic,113,40,21,4,13,0,0,1,5,25,2,0,1,1,0,Bot
4043,172.31.244.38_trafic,59,17,16,1,4,0,15,1,2,8,3,0,1,1,0,Bot
4044,172.31.244.39_trafic,4,2,2,4,4,0,0,1,1,2,2,0,1,1,0,clean
4045,172.31.250.114_trafic,312,138,12,6,33,0,7,1,6,62,2,0,1,1,0,Bot
4046,172.31.250.116_trafic,100,70,4,1,35,0,0,1,2,15,1,0,1,1,0,clean
4047,172.31.235.50_trafic,62,49,3,3,28,0,0,1,7,25,1,0,1,1,0,clean
4048,172.31.126.222_trafic,65,21,17,1,8,0,0,1,4,11,3,0,0,0,0,Bot
4049,172.31.251.185_trafic,6,6,1,0,3,0,1,1,3,3,1,0,1,1,0,clean
4050,172.31.229.163_trafic,208,62,27,3,39,0,0,1,7,25,3,0,1,1,0,Bot
4051,172.31.151.119_trafic,241,28,100,4,9,0,0,1,4,22,8,0,0,0,0,Bot
4052,172.31.151.118_trafic,153,66,15,2,17,0,0,1,9,35,2,0,0,0,0,clean
4053,172.31.235.59_trafic,112,32,12,4,24,0,0,1,15,8,3,0,1,1,0,Bot
4054,172.31.107.158_trafic,83,26,12,1,12,0,0,1,3,16,3,0,0,0,0,Bot
4055,172.31.234.165_trafic,5,4,2,5,4,0,0,1,2,3,1,0,1,1,0,clean
4056,172.31.238.119_trafic,416,201,15,9,85,0,0,1,9,66,2,0,1,1,0,Bot
4057,172.31.233.162_trafic,87,61,6,2,44,0,0,1,7,25,1,0,1,1,0,clean
4058,172.31.151.111_trafic,109,64,7,2,24,0,0,1,2,21,1,0,0,0,0,clean
4059,172.31.83.83_trafic,135,18,28,2,9,0,0,1,4,10,7,0,0,0,0,Bot
4060,172.31.234.57_trafic,119,89,3,17,40,0,0,1,6,31,1,0,1,1,0,clean
4061,172.31.150.170_trafic,249,118,12,4,34,0,4,1,11,36,2,0,0,0,0,clean
4062,172.31.150.171_trafic,73,51,13,1,18,0,2,1,7,21,1,0,0,0,0,Bot
4063,172.31.124.154_trafic,51,23,20,0,8,0,0,1,3,9,2,0,0,0,0,Bot
4064,172.31.127.240_trafic,284,51,70,4,13,0,0,1,4,27,5,0,0,0,0,Bot
4065,172.31.127.241_trafic,26,16,4,0,9,0,0,1,3,8,1,0,0,0,0,clean
4066,172.31.158.63_trafic,79,19,16,1,12,0,0,1,1,5,4,0,0,0,0,Bot
4067,172.31.127.247_trafic,76,37,12,1,21,0,0,1,5,18,2,0,0,0,0,Bot
4068,172.31.242.169_trafic,126,36,36,3,16,0,0,1,1,17,3,0,1,1,0,Bot
4069,172.31.224.115_trafic,4,1,4,4,4,0,0,1,1,1,4,0,1,1,0,clean
4070,172.31.238.226_trafic,85,17,17,1,12,0,0,1,2,7,5,0,1,1,0,Bot
4071,172.31.242.160_trafic,186,42,21,5,22,0,0,1,7,23,4,0,1,1,0,Bot
4072,172.31.242.163_trafic,91,44,15,11,14,0,0,1,4,18,2,0,1,1,0,Bot
4073,172.31.238.228_trafic,179,82,13,6,27,0,0,1,2,20,2,0,1,1,0,Bot
4074,172.31.242.167_trafic,109,24,18,7,22,0,0,1,2,10,4,0,1,1,0,Bot
4075,172.31.225.38_trafic,169,68,19,2,18,0,0,1,5,28,2,0,1,1,0,Bot
4076,172.31.228.223_trafic,75,19,16,4,12,0,0,1,2,11,3,0,1,1,0,Bot
4077,172.31.225.33_trafic,98,33,15,1,14,0,0,1,4,14,2,0,1,1,0,Bot
4078,172.31.150.195_trafic,85,51,7,5,22,0,0,1,7,29,1,0,0,0,0,clean
4079,172.31.150.192_trafic,573,234,22,13,35,0,0,1,17,97,2,0,0,0,0,Bot
4080,172.31.150.190_trafic,6,5,2,0,1,0,0,1,1,5,1,0,0,0,0,clean
4081,172.31.227.70_trafic,101,36,19,3,18,0,0,1,5,19,2,0,1,1,0,Bot
4082,172.31.233.100_trafic,200,153,5,8,27,0,0,1,8,40,1,0,1,1,0,clean
4083,172.31.233.106_trafic,202,135,31,6,45,0,0,1,5,60,1,0,1,1,0,Bot
4084,172.31.227.76_trafic,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,clean
4085,172.31.227.79_trafic,355,165,13,7,33,0,0,1,7,69,2,0,1,1,0,Bot
4086,172.31.152.200_trafic,21,13,3,0,8,0,1,1,3,6,1,0,0,0,0,clean
4087,172.31.233.109_trafic,27,17,3,0,3,0,0,1,2,13,1,0,1,1,0,clean
4088,172.31.145.251_trafic,204,145,4,12,50,0,0,1,8,48,1,0,0,0,0,clean
4089,172.31.249.248_trafic,45,19,4,22,19,0,0,1,4,14,2,0,1,1,0,clean
4090,172.31.238.138_trafic,47,26,5,1,6,0,0,1,3,11,1,0,1,1,0,clean
4091,172.31.231.231_trafic,132,34,22,2,13,0,0,1,3,13,3,0,1,1,0,Bot
4092,172.31.244.102_trafic,111,54,8,2,39,0,0,1,9,17,2,0,1,1,0,clean
4093,172.31.80.6_trafic,157,33,27,2,11,0,0,1,5,13,4,0,0,0,0,Bot
